Species	Ks
LMA_LMB	0.0129059
LMA_LMB	0.314442
LMA_LMB	0.000956023
LMA_LMB	0.255765
LMA_LMB	0.528058
LMA_LMB	0.362717
LMA_LMB	0.341279
LMA_LMB	0.0701754
LMA_LMB	0.0891972
LMA_LMB	0.321461
LMA_LMB	0.45641
LMA_LMB	0.446429
LMA_LMB	0.171491
LMA_LMB	0.292808
LMA_LMB	0.146968
LMA_LMB	0.626238
LMA_LMB	0.520134
LMA_LMB	0.686139
LMA_LMB	0.5186
LMA_LMB	0.300236
LMA_LMB	0.182258
LMA_LMB	0.330061
LMA_LMB	0.26506
LMA_LMB	0.293771
LMA_LMB	0.432773
LMA_LMB	0.254747
LMA_LMB	0.181084
LMA_LMB	0.4125
LMA_LMB	0.346464
LMA_LMB	0.130117
LMA_LMB	0.311663
LMA_LMB	0.233365
LMA_LMB	0.309751
LMA_LMB	0.0974747
LMA_LMB	0.332822
LMA_LMB	0.485734
LMA_LMB	0.0672269
LMA_LMB	0.3
LMA_LMB	0.182596
LMA_LMB	0.225413
LMA_LMB	0.293478
LMA_LMB	0.0473231
LMA_LMB	0.181041
LMA_LMB	0.493955
LMA_LMB	0.504028
LMA_LMB	0.113687
LMA_LMB	0.429681
LMA_LMB	0.03989
LMA_LMB	0.151156
LMA_LMB	0.0572519
LMA_LMB	0.436658
LMA_LMB	0.190083
LMA_LMB	0.382734
LMA_LMB	0.103113
LMA_LMB	0.508083
LMA_LMB	0.517857
LMA_LMB	0.11359
LMA_LMB	0.119239
LMA_LMB	0.2103
LMA_LMB	0.211087
LMA_LMB	0.396624
LMA_LMB	0.326957
LMA_LMB	0.0373216
LMA_LMB	0.10998
LMA_LMB	0.116164
LMA_LMB	0.099359
LMA_LMB	0.30717
LMA_LMB	0.212034
LMA_LMB	0.0301063
LMA_LMB	0.352535
LMA_LMB	0.615599
LMA_LMB	0.478697
LMA_LMB	0.176471
LMA_LMB	0.282744
LMA_LMB	0.0998986
LMA_LMB	0.28304
LMA_LMB	0.361111
LMA_LMB	0.259259
LMA_LMB	0.101821
LMA_LMB	0.112752
LMA_LMB	0.199262
LMA_LMB	0.125749
LMA_LMB	0.184599
LMA_LMB	0.31106
LMA_LMB	0.0583791
LMA_LMB	0.102296
LMA_LMB	0.0493697
LMA_LMB	0.281287
LMA_LMB	0.0684597
LMA_LMB	0.175214
LMA_LMB	0.304054
LMA_LMB	0.0925222
LMA_LMB	0.283679
LMA_LMB	0.220452
LMA_LMB	0.0331579
LMA_LMB	0.0228677
LMA_LMB	0.114695
LMA_LMB	0.15625
LMA_LMB	0.307087
LMA_LMB	0.237062
LMA_LMB	0.107988
LMA_LMB	0.0922587
LMA_LMB	0.0837696
LMA_LMB	0.324161
LMA_LMB	0.233706
LMA_LMB	0.674157
LMA_LMB	0.439286
LMA_LMB	0.229622
LMA_LMB	0.258592
LMA_LMB	0.517264
LMA_LMB	0.149068
LMA_LMB	0.165083
LMA_LMB	0.0920897
LMA_LMB	0.438395
LMA_LMB	0.322034
LMA_LMB	0.1402
LMA_LMB	0.115754
LMA_LMB	0.326146
LMA_LMB	0.272472
LMA_LMB	0.483685
LMA_LMB	0.0429936
LMA_LMB	0.393574
LMA_LMB	0.354293
LMA_LMB	0.124314
LMA_LMB	0.169394
LMA_LMB	0.0618812
LMA_LMB	0.297297
LMA_LMB	0.190769
LMA_LMB	0.345979
LMA_LMB	0.258873
LMA_LMB	0.186178
LMA_LMB	0.310345
LMA_LMB	0.175691
LMA_LMB	0.170858
LMA_LMB	0.279727
LMA_LMB	0.0532129
LMA_LMB	0.0690738
LMA_LMB	0.128655
LMA_LMB	0.015748
LMA_LMB	0.183538
LMA_LMB	0.289708
LMA_LMB	0.160063
LMA_LMB	0.236307
LMA_LMB	0.0810235
LMA_LMB	0.178808
LMA_LMB	0.362245
LMA_LMB	0.173383
LMA_LMB	0.365344
LMA_LMB	0.60076
LMA_LMB	0.225926
LMA_LMB	0.197601
LMA_LMB	0.356796
LMA_LMB	0.172414
LMA_LMB	0.102163
LMA_LMB	0.160183
LMA_LMB	0.0697842
LMA_LMB	0.144684
LMA_LMB	0.365854
LMA_LMB	0.251064
LMA_LMB	0.441667
LMA_LMB	0.274364
LMA_LMB	0.315934
LMA_LMB	0.00102775
LMA_LMB	0.160363
LMA_LMB	0.357349
LMA_LMB	0.107008
LMA_LMB	0.225843
LMA_LMB	0.304069
LMA_LMB	0.150538
LMA_LMB	0.108883
LMA_LMB	0.0238908
LMA_LMB	0.219076
LMA_LMB	0.696289
LMA_LMB	0.240191
LMA_LMB	0.120603
LMA_LMB	0.484398
LMA_LMB	0.305903
LMA_LMB	0.273098
LMA_LMB	0.533962
LMA_LMB	0.0904523
LMA_LMB	0.105882
LMA_LMB	0.18379
LMA_LMB	0.355965
LMA_LMB	0.538003
LMA_LMB	0.252983
LMA_LMB	0.156648
